#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ISNT_WICKED;Is not wicked;N'est pas une méchante personne;Ist nicht ruchlos;;No es malvado;;;;;;;;;x
scurvy;Scurvy;Scorbut;Skorbut;;Escorbuto.;;;;;;;;;x
scurvy_desc;This character has scurvy - fatigue, bleeding, spots on the skin, and if left untreated may cause loss of teeth, fever and eventually death.;Ce personnage a contracté le scorbut et présente des signes de fatigue et des rougueurs cutanées, sans soins, il risque d'y perdre sa dentition et de sombrer dans la fièvre et la mort.;Dieser Charakter hat Skorbut - Müdigkeit, Blutungen, Hautflecken, und wenn keine Behandlung erfolgt, drohen Zahnausfall, Fieber und sogar der Tod.;;Este personaje tiene escorbuto. Fatiga, hemorragias, manchas en la piel y si no se trata puede causar la pérdida de los dientes, fiebre y finalmente la muerte.;;;;;;;;;x
scurvy_death;of Scurvy;avait le scorbut;von Skorbut;;de escorbuto;;;;;;;;;x
set_crown_focus_named;Set Crown Focus in [Root.GetName];Proclamer  [Root.GetName] comme centre d'intérêt;Kronenfokus in [Root.GetName] festlegen;;Establecer el Foco de Corona en [Root.GetName];;;;;;;;;x
c_lincoln_adj_saxon;Lindsian;lindsienne;Lindsianisch;;Lindsian;;;;;;;;;x
c_lancaster_adj_saxon;Amoundern;amoundernoise;Amoundern;;Amoundern;;;;;;;;;x
c_galloway_adj_saxon;Rhinnic;rhinnienne;Rhinnisch;;Rhinnic;;;;;;;;;x
d_galloway_adj_saxon;Deiran;deirienne;Deiranisch;;Deiran;;;;;;;;;x
loot_prosperity_boost;Influx of Loot;Montagne de butin;Mehreinnahmen durch Beute;;Influjo del botín;;;;;;;;;x
loot_prosperity_boost_desc;The additional wealth brought in by raiding has led to an increase in spending and investment here.;L'afflux de richesses provenant des pillages a permis l'accroissement de l'activité économique et des investissements dans cette province.;Der zusätzliche Reichtum durch Raubzüge lässt die Bevölkerung mehr Geld ausgeben und investieren.;;La riqueza adicional conseguida en los asaltos ha llevado a un aumento de los gastos y la inversión aquí.;;;;;;;;;x
CHRONICLE_DISTANT_PLAGUE;On [GetDateText], rumors began to reach us of a terrible outbreak of Plague in far off lands;Le [GetDateText], des rumeurs en provenance de terres lointaines ont commencé à faire état d'une terrible éclosion de peste.;Am [GetDateText] erreichten uns erste Gerüchte über den Ausbruch einer schrecklichen Seuche in weit entfernten Ländern.;;En [GetDateText], empezaron a llegarnos rumores sobre un terrible brote de peste en tierras lejanas;;;;;;;;;x
CHRONICLE_NEARBY_PLAGUE;As of [GetDateText], the Plague is no longer a distant rumor. Travelers from neighboring realms are now arriving with firsthand experience of the horrors it brings.;Depuis le [GetDateText], les rumeurs sur l'épidémie de peste se sont avérées fondées. Des voyageurs des contrées voisines ont témoigné de ses terribles horreurs;Seit [GetDateText] ist die Pest nicht mehr länger nur ein Gerücht aus fernen Gefilden. Reisende aus angrenzenden Reichen bringen nun Augenzeugenberichte der Schrecken, die sie mit sich bringt.;;En [GetDateText], la plaga ya no es un rumor lejano. Viajeros de los reinos vecinos llegón con experiencias de primera mano sobre los horrores que trae.;;;;;;;;;x
CHRONICLE_BORDERING_PLAGUE;On [GetDateText] the Plague arrived at our borders. May [Root.Religion.GetHighGodNameCap] protect us.;C'est le [GetDateText] que la peste a atteint nos frontières. Que [Root.Religion.GetHighGodName] nous protège.;Am [GetDateText] erreichte die Pest unsere Landesgrenze. Möge [Root.Religion.GetHighGodNameCap] uns beschützen.;;En [GetDateText] la Peste llegó a nuestras fronteras. Que [Root.Religion.GetHighGodNameCap] nos proteja.;;;;;;;;;x
CHRONICLE_INDIA_GONE;On [GetDateText] word reached us that India has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté les Indes.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Indien verheerend ist.;;En [GetDateText] nos llegó la noticia de que India ha quedado extensamente Despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_PERSIA_GONE;On [GetDateText] word reached us that Persia has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté la Perse.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Persien verheerend ist.;;En [GetDateText] nos llegó la noticia de que Persia ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_MIDDLEEAST_GONE;On [GetDateText] word reached us that the Middle east has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté l'Orient;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest im Mittleren Osten verheerend ist.;;En [GetDateText] nos llegó la noticia de que Oriente Medio ha quedado extensamente Despoblado por la temida Peste.;;;;;;;;;x
CHRONICLE_AFRICA_GONE;On [GetDateText] word reached us that Africa has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté l'Afrique;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Afrika verheerend ist.;;En [GetDateText] nos llegó la noticia de que África ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_ASIAMINOR_GONE;On [GetDateText] word reached us that Asia minor has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté l'Asie Mineure.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Kleinasien verheerend ist.;;En [GetDateText] nos llegó la noticia de que Asia Menor ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_EASTEUROPE_GONE;On [GetDateText] word reached us that eastern Europe has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté l'est de l'Europe.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Osteuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que Europa Oriental ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_SOUTHEUROPE_GONE;On [GetDateText] word reached us that southern Europe has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté le sud de l'Europe.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Südeuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que el Sur de Europa ha quedado extensamente despoblado por la temida Peste.;;;;;;;;;x
CHRONICLE_WESTEUROPE_GONE;On [GetDateText] word reached us that western Europe has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté l'ouest de l'Europe.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Westeuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que Europa Occidental ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_NORTHEUROPE_GONE;On [GetDateText] word reached us that northern Europe has been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté le nord de l'Europe.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Nordeuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que Europa del norte ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_STEPPE_GONE;On [GetDateText] word reached us that the Steppes have been widely Depopulated by the dreaded Plague.;Nous avons appris le [GetDateText] que la Peste a dévasté les Steppes.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in den Steppen verheerend ist.;;En [GetDateText] nos llegó la noticia de que las Estepas han quedado extensamente despobladas por la temida Peste.;;;;;;;;;x
vassal_wars_law_0_desc;Vassals may fight against enemies both within and without the realm so long as Realm Peace is not enforced.;Les vassaux ont la latitude de se livrer à des guerres privées, pour peu que le suzerain ne leur demande pas de garder la paix.;Vasallen können gegen Feinde innerhalb und außerhalb des Reichs kämpfen, solange der Reichsfrieden nicht durchgesetzt wird.;;Vasallos pueden luchar contra enemigos tanto dentro como fuera del Reino, siempre y cuando no se imponga la Paz del Reino.;;;;;;;;;x
vassal_wars_law_1_desc;Vassals are forbidden from declaring war on enemies within the realm, but may attack external enemies so long as Realm Peace is not enforced.;Les vassaux ne peuvent plus menere de guerre privées à l'intérieur du domaine de leur suzerain, mais peuvent toujours guerroyer hors du domaine, sauf s'ils doivent garder la paix.;Vasallen dürfen Feinden innerhalb des Reichs nicht den Krieg erklären, können aber Feinde außerhalb des Reichs angreifen, solange der Reichsfrieden nicht durchgesetzt wird.;;Vasallos tienen prohibido declarar la guerra a enemigos dentro del Reino, pero pueden atacar a enemigos externos siempre y cuando no se haya impuesto la Paz del Reino.;;;;;;;;;x
vassal_wars_law_2_desc;Vassals are forbidden from declaring war both within and without the realm.;Les vassaux n'ont plus le droit de déclarer et de conduire toute guerre.;Vasallen dürfen Feinden weder innerhalb noch außerhalb des Reichs den Krieg erklären.;;Vasallos tienen prohibido declarar la guerra tanto dentro como fuera del Reino.;;;;;;;;;x
taking_it_easy;Taking it Easy;Se la coule douce;Gemütliche Herangehensweise;;Tomar las cosas con calma;;;;;;;;;x
taking_it_easy_desc;This character is taking it easy, trying not to overexert themselves.;Ce personnage se calme et essaie de ne pas se surmener.;Diese Person lässt es gemütlich angehen, um sich nicht zu überanstrengen.;;Este personaje toma las cosas con calma, tratando de no ejercer a sí mismos.;;;;;;;;;x
guide_dog;Guide Dog;Chien guide;Blindenhündin;;Perro guía;;;;;;;;;x
guide_dog_desc;This blind [GetManWoman] seems to be guided around by a large black dog, most peculiar...;Ce personnage aveugle est guidé[GetNoneE] par un grand chien noir très particulier...;Diese blinde Person scheint von einem großen, schwarzen Hund geführt zu werden. Wie sonderbar!;;Este/a [GetManWoman] parece ciego/a, pero le guía un gran perro negro muy peculiar...;;;;;;;;;x
logging_company_province;Logging Company;Camp forestier;Holzfällergesellschaft;;Empresa maderera;;;;;;;;;x
desc_logging_company_province;The prime wood contained within the forests of this county has drawn the attention of an elite group of artisans.;La qualité du bois pouvant être obtenus dans les forêts de cette province a attiré l'attention d'un groupe d'artisans chevronnés;Das qualitativ hochwertige Holz in den Wäldern dieser Grafschaft hat die Aufmerksamkeit einer Gruppe ausgezeichneter Kunsthandwerker geweckt.;;La madera de primera que contiene los bosques de este condado ha llamado la atención de un grupo selecto de artesanos.;;;;;;;;;x
PROSPERITY_TITLE;[Root.GetName] Prospers!;[Root.GetName] prospère !;[From.GetName] wächst und gedeiht!;; ¡[Root.GetName] Prospera!;;;;;;;;;x
ore_mine_province;Mining Network;Complexe minier;Bergbaunetzwerk;;Red Minera;;;;;;;;;x
desc_ore_mine_province;The mountains of this county contain a massive network of guilds mining for ore and breaking stone.;Les montagnes de cette province recèle un vaste potentiel qu'un réseau de galleries et carrières cherche à exploiter.;In den Bergen dieser Grafschaft hat sich ein enormes Netzwerk an Gilden entwickelt, die nach Erzen graben und Gestein abbauen.;;Las montañas de este condado contienen una enorme red de gremios mineros que excavan buscando mineral y partir piedras.;;;;;;;;;x
gain_tech_custom_tooltip;Gain §G5.00§! random tech points.\n;Obtient §G5§! points de progrès technologique.\n;Erhaltet §G5.00§! zufällige Technologiepunkte.\n;;Gana §G5.00§! puntos de tecnología arbitrarios\n;;;;;;;;;x
rampaging_nomads;Rampaging Nomads;Nomades déchaînés;Wildgewordene Nomaden;;Nómadas vandálicos;;;;;;;;;x
desc_rampaging_nomads;Hordes of rampaging nomadic warriors are terrorizing the inhabitants of this county. If this county is conquered by a non-nomadic character, the rampaging nomads will disperse.;Des hordes de nomades déchaînés terrorisent les habitants de cette province. Arracher cette endroit à leur joug permettrait de les protéger.;Horden wildgewordener Nomadenkrieger verbreiten Angst und Schrecken unter der Bevölkerung dieser Grafschaft. Wenn diese Grafschaft von einer nicht-nomadischen Person erobert wird, werden sich die wildgewordenen Nomaden zerstreuen.;;Hordas de guerreros nómadas vandálicos están aterrorizando a los habitantes de este condado. Si este condado es conquistado por un personaje no nómada, los nómadas vandálicos se dispersarán.;;;;;;;;;x
recently_burnt_the_land;Recently Pillaged;Mis à sac;Kürzlich geplündert;;Recientemente saqueado;;;;;;;;;x
desc_recently_burnt_the_land;Nomads have recently pillaged this holding. The peasants are arming themselves, hell-bent on defending their homes.;Les nomades ont pillé cette propriété récemment. Les paysans se sont armés pour défendre leurs maisons.;Nomaden haben diese Liegenschaft vor Kurzem geplündert. Die Bauern bewaffnen sich und sind fest entschlossen, ihre Heimat zu verteidigen.;;Los nómadas han saqueado recientemente este asentamiento. Los campesinos se están armando, empeñados en defender sus hogares.;;;;;;;;;x
burnt_the_land;Ravaged Lands;Terre brûlées;Verwüstete Länder;;Tierras devastadas;;;;;;;;;x
desc_burnt_the_land;Frequent brutal raids by nomadic hordes have left this land in a ravaged state.;À force d'être pillées par les nomades, ces terres ne valent plus rien.;Unablässige und brutale Raubzüge nomadischer Horden haben dieses Land verwüstet.;;Frecuentes ataques brutales de hordas nómadas han dejado esta tierra en un estado devastado.;;;;;;;;;x
recently_burnt_the_land_not_owner;Plundered by Nomads;Mis à sac;Von Nomaden geplündert;;Saqueado por nómadas;;;;;;;;;x
desc_recently_burnt_the_land_not_owner;This county has been plundered by Nomads. For as long as this modifier remains, the county cannot be plundered again.;Cette province a subi le pillage d'une horde nomade et ne pourra être pillée de nouveau avant de s'être rétablie.;Diese Grafschaft wurde von Nomaden geplündert. Solange dieser Modifikator aktiv ist, kann die Grafschaft nicht erneut geplündert werden.;;Este condado ha sido saqueado por los nómadas. Mientras este modificador permanece, el condado no puede volver a ser saqueado.;;;;;;;;;x
nick_the_resilient;the Resilient;l'Intuable;der/die Unverwüstliche;;el Resistente;;;;;;;;;x
nick_the_mule;the Tenacious;l'Entêté;der/die Störrische;;el/la Tenaz;;;;;;;;;x
nick_the_slayer_of_culture;Slayer of the [nickname_target.Culture.GetName];le  Pourfendeur des [nickname_target.Culture.GetName]s;Schlächter der [nickname_target.Culture.GetName];;el/la Mata[nickname_target.Culture.GetName];;;;;;;;;x
nick_the_terror_of_provincename;the Terror of [nickname_target.GetName];la Terreur de [nickname_target.GetName];Schrecken von [nickname_target.GetName];;el terror de [nickname_target.GetName];;;;;;;;;x
nick_the_butcher;the Butcher;le Boucher;der/die Schlachter(in);;el/la Carnicero/a;;;;;;;;;x
nick_son_of_evilgod;[This.GetSonDaughterCap] of [This.Religion.GetRandomEvilGodName];l'Engeance de [This.Religion.GetRandomEvilGodName];[From.GetSonDaughterCap] von [From.Religion.GetRandomEvilGodName];;[From.GetSonDaughterCap] de [From.Religion.GetRandomEvilGodName];;;;;;;;;x
nick_the_flayer;the Flayer;le Fouettard;der/die Schinder(in);;el/la Desollador;;;;;;;;;x
nick_the_eastern_wind;the Eastern Wind;le Vent de l'Est;der Wind des Ostens;;el Viento del Este;;;;;;;;;x
nick_the_bane_of_realmname;the Bane of [nickname_target.PrimaryTitle.GetName];le Bourreau de [nickname_target.PrimaryTitle.GetName];der Fluch von [nickname_target.PrimaryTitle.GetName];;la Ruina de [nickname_target.PrimaryTitle.GetName];;;;;;;;;x
nick_the_culture_marauder;the [nickname_receiver.Culture.GetName] Marauder;le Maraudeur [nickname_receiver.Culture.GetName];der/die [nickname_receiver.Culture.GetName]-Marodeur(in);;el/la Merodeador/a [nickname_receiver.Culture.GetName];;;;;;;;;x
desc_jewish_settlement_province;A large Jewish community has settled in this county, their merchants significantly contributing to the commerce of the county.;Une grande communauté juive s'est installée dans cette province. Ses marchands contribuent significativement au commerce.;In dieser Grafschaft hat sich eine große jüdische Gemeinde niedergelassen, deren Kaufleute die Wirtschaft der Grafschaft bedeutend stärken.;;Una gran comunidad judía se ha instalado en este condado, sus comerciantes contribuyen significativamente al comercio del condado.;;;;;;;;;x
desc_glorious_monument_province;This magnificent structure depicts a local ruler. It is clearly visible by visiting merchants, and stories regarding its greatness travel far and wide.;Un magnifique monument à la gloire d'un dirigeant local. Il est placé à la vue des marchands de passage, ce qui permet de disséminer les récits de sa gloire vers les contrées lointaines.;Dieses wundervolle Gebilde stellt einen örtlichen Herrscher dar. Durchziehende Kaufleute haben einen guten Blick darauf, und über seine Großartigkeit wird nah und fern berichtet.;;Esta magnífica estructura muestra un gobernante local. Es claramente visible para los comerciantes de visita, y las historias sobre su grandeza viajan muy lejos.;;;;;;;;;x
desc_merchant_harbor_province;A steady influx of merchant ships provide this county with ample opportunity for procuring ships.;Grâce au flot constant de navires marchands, il est aisé pour cette province de se procurer des bateaux.;Ein steter Zulauf von Handelsschiffen gewährt dieser Grafschaft reichlich Gelegenheit, Schiffe zu erwerben.;;Un flujo constante de buques mercantes proporciona a este condado amplias oportunidades para adquirir buques.;;;;;;;;;x
desc_scholar_foundation_province;Scholar's Foundation;Fondation;Stiftung für Bildung;;Fundación de estudiosos;;;;;;;;;x
desc_great_library_province;This imposing building contains tomes and scrolls of vast knowledge, scholars from far and wide flock to it in order to study the secrets within.;Cet édifice renferme nombre de volumes, manuscrits et parchemins recelant des nombreux savoirs. Des érudits de partout s'y rendent afin d'en découvrir les secrets.;Dieses imposante Gebäude beherbergt einen wahren Wissensschatz in Form von Büchern und Schriftrollen. Gelehrte aus allen Winkeln der Erde reisen hierher, um sich ihre Geheimnisse anzueignen.;;Este imponente edificio contiene tomos y pergaminos de vastos conocimientos. Estudiosos de lo largo y ancho acuden a ella para estudiar los secretos dentro.;;;;;;;;;x
desc_center_of_worship_province;This county serves as a hub for religious pilgrims from both far and wide.;Cette province est une plaque tournante pour les pélerinages religieux.;Diese Grafschaft dient religiösen Pilgern aus nah und fern als Zentrum des Glaubens.;;Este condado sirve centro para los peregrinos religiosos tanto de aquí como de otra parte.;;;;;;;;;x
religious_settlement_province;Minority Settlement;Minorité religieuse;Siedlung einer Minderheit;;Asentando minorías;;;;;;;;;x
desc_religious_settlement_province;A large community of religious minorities has settled in this county, their merchants significantly contributing to the commerce of the county.;Une grande communauté d'une minorité religieuse s'est installée dans cette province. Ses marchands contribuent significativement au commerce.;In dieser Grafschaft hat sich eine große Gemeinde einer religiösen Minderheit niedergelassen, deren Kaufleute die Wirtschaft der Grafschaft bedeutend stärken.;;Una gran comunidad de minorías religiosas se ha asentado en este condado. Sus comerciantes contribuyen significativamente al comercio del condado.;;;;;;;;;x
physician;Renowned Physician;Physicien réputé;Angesehener Arzt;;Médico reconocido;;;;;;;;;x
messenger_stations;Messenger Stations;Réseau de messagers;Botenposten;;Estaciones de mensajeros;;;;;;;;;x
desc_messenger_stations;A network of messengers ease the communication between peasants and their kin.;Un réseau de messagers se relayant permet la communication entre les paysans et leur famille.;Ein Netzwerk an Boten erleichtert die Kommunikation zwischen Bauern und ihren Angehörigen.;;Una red de mensajeros facilitará la comunicación entre los campesinos y sus familiares.;;;;;;;;;x
harvest_festivals;Harvest Festivals;Fête des récoltes;Erntefestivals;;Festivales de la cosecha;;;;;;;;;x
desc_harvest_festivals;The harvest festivals of this county are especially large and eventful!;La fête des récoltes de cette province est particulièrement suivie et riche en événements !;Die Erntefestivals in dieser Grafschaft sind besonders beeindruckend und ereignisreich!;;¡Los festivales de la cosecha de este condado son sobre todo grandes y memorables!;;;;;;;;;x
inspired_peasantry;Inspired Peasantry;Paysannerie inspirée;Angespornte Bauern;;Campesinado inspirado;;;;;;;;;x
desc_inspired_peasantry;The village elders of this county are inspiring the peasants to work even harder!;Les anciens de cette provinces inspirent les paysans à travailler encore plus durement !;Die Ältesten in dieser Grafschaft spornen die Bauern dazu an, noch härter zu arbeiten!;;¡Los ancianos de la aldea de este condado están inspirando a los campesinos a trabajar aún más duro!;;;;;;;;;x
new_roads;New Roads;Nouvelles routes;Neue Straßen;;Nuevos caminos;;;;;;;;;x
desc_new_roads;The roads of this county are brand new and well kept.;Les routes de cette province sont nouvelles et bien entretenues.;Die Straßen in dieser Grafschaft sind neu und gut gepflegt.;;Los caminos de este condado están completamente nuevos y bien cuidados.;;;;;;;;;x
new_shrines;Local Shrines;Sanctuaires locaux;Lokale Schreine;;Santuarios locales;;;;;;;;;x
desc_new_shrines;In this county it seems as if each and every village has its own local shrine for worship.;Dans ce cette province, il semble que chaque hameau détient son propre sanctuaire de dévotion.;In dieser Grafschaft scheint wirklich jedes Dorf seinen eigenen religiösen Schrein zu besitzen.;;En este condado, parece como si cada pueblo tuviera su propio santuario local donde rendir culto.;;;;;;;;;x
realm_prospers_custom_tooltip;All §YRealm Provinces§! receive a significant §YProsperity§! boost!;Tous les §Yprovinces du domaine§! reçoivent un bonus significatif de §Yprospérité§! !;Alle §YReichsprovinzen§! erhalten einen bedeutsamen §YWohlstandsschub§!!;;¡Todas las §Yprovincias del Reino§! reciben un aumento significativo de §YProsperidad§! !;;;;;;;;;x
obj_see_the_realm_prosper_title;See the Realm Prosper;Voir le domaine prospérer;Wohlstand im Reich;;Ver el reino prosperar;;;;;;;;;x
obj_see_the_realm_prosper_desc;[This.GetTitledFirstName] wants to see [This.GetHerHis] realm prosper by staying at peace for §Y5 years§!.\n\nIf [This.GetFirstName]'s realm is attacked or [This.GetSheHe] goes to war, this ambition will fail and can't be taken again for §Y5 years§!.\n\nWhile this ambition is active, §YGlobal Revolt Risk§! is reduced by §Y1%§!.;[This.GetTitledFirstName] veut voir son domaine prospérer en restant en paix pendant §Y5 ans§!.\n\nSi le pays de [This.GetFirstName] est attaqué ou si [This.GetSheHe] déclenche une guerre, cette ambition échouera et ne pourra être reprise avant §Y5 ans§!.\nTant que cette ambition est en cours, le §Yrisque global de révolte§! est réduit de §Y1%§!.;[This.GetTitledFirstName] möchte den Wohlstand im eigenen Reich behüten und §Y5 Jahre§! lang den Frieden wahren.\n\nWenn das Reich von [This.GetFirstName] angegriffen wird oder [This.GetSheHe] in den Krieg zieht, ist diese Zielsetzung gescheitert und kann erst in §Y5 Jahren§! erneut aktiviert werden.\n\nSolange diese Zielsetzung aktiv ist, reduziert sich das §Yglobale Aufstandsrisiko§! um §Y1%§!.;;[This.GetTitledFirstName] quiere ver [This.GetHerHis] reino prosperar permaneciendo en paz durante §Y5 años§!.\n\nSi el reino de [This.GetFirstName]es atacado o va a la guerra, esta ambición fracasará y no se podrá volver a tomar en §Y5 años§!.\n\nMientras esta ambición esté activa, el §YRiesgo global de revuelta§! se reduce en §Y1%§!.;;;;;;;;;x
tooltip_obj_see_the_realm_prosper;Has ruled the realm in peace for §Y5 years§!;A gouverné son domaine dans la paix pendant §Y5 ans§!;Hat den Frieden im Reich §Y5 Jahre§! lang gewahrt;;Gobernó en paz durante §Y5 años§!;;;;;;;;;x
custom_historical_plague_free_zone;Historical Plague Exclusion Zone;Zone historiquement épargnée par la peste;Historische Pestausnahmezone;;Zona histórica de exclusión de la Peste;;;;;;;;;x
RULE_EPIDEMICS_DELAYED_DYNAMIC;Delayed Dynamic;Dynamiques et différées;Verzögerte Dynamik;;Dinámica retrasada;;;;;;;;;x
RULE_EPIDEMICS_DELAYED_DYNAMIC_DESC;The Bubonic Plague will appear at the very earliest in the year 1100, and 25 years after the game has started. After one major outbreak the epidemic will become endemic.;La peste bubonique peut apparaître dès l'an 1100, ou 25 ans après le début de la partie. Après un épisode majeur, l'épidémie deviendra endémique.;Die Beulenpest bricht frühestens im Jahre 1100 und 25 Jahre nach Spielstart aus. Nach einem großen Ausbruch wird die Epidemie endemisch.;;La Peste bubónica aparecerá como muy pronto en el año 1100 y 25 años después de comenzar la partida. Tras un estallido mayor, la epidemia será endémica.;;;;;;;;;x
RULE_EPIDEMICS_DYNAMIC_DESC;The Bubonic Plague will appear at the very earliest 200 years after the game has started, and might reappear 500 years after game start. After one major outbreak the epidemic will become endemic.;La peste bubonique n'apparaîtra pas dans les 200 premières années de la partie. Après un épisode majeur, l'épidémie deviendra endémique.;Die Beulenpest bricht frühestens 200 Jahre nach Spielstart aus und kann 500 Jahre nach Spielstart erneut auftreten. Nach einem großen Ausbruch wird die Epidemie endemisch.;;La Peste bubónica aparecerá como muy pronto 200 años después de comenzar la partida y puede reaparecer 500 años después del comienzo de la partida. Tras un estallido mayor, la epidemia será endémica.;;;;;;;;;x
RULE_EPIDEMICS_HISTORICAL_DESC;The Bubonic Plague will appear in the year 1345 and follow its historical route.;La peste bubonique apparaîtra en 1345 et suivra son parcours historique.;Die Beulenpest bricht im Jahr 1345 aus und folgt dem historischen Verlauf.;;La Peste bubónica aparecerá en el año 1345 y seguirá su ruta histórica.;;;;;;;;;x
PROVINCE_EXTEND_DESC;§YOpen the Extended Province View§!;§YOuvrir la vue étendue de la province§!;§YErweiterte Provinz-Ansicht öffnen§!;;§YAbrir la Vista extendida de provincia§!;;;;;;;;;x
PROVINCE_EXTEND_DESC_LONG;Extend the interface to show additional Holdings and the local terrain.;Étendre l'interface pour afficher les propriétés supplémentaires et le type de terrain de cette province;Oberfläche erweitern und weitere Liegenschaften und lokales Gelände anzeigen.;;Extender la interfaz para mostrar asentamientos adicionales y el terreno local.;;;;;;;;;x
heir_text_default;An enigma even to those who know [GetHerHim], [GetHerHis] rule may doom or save us all;, puisque peu de choses sont connues à son sujet, son règne pourrait tout aussi bien être salvateur ou tous nous perdre;[GetSheHeCap] ist ein Rätsel selbst für die, die [GetHerHim] kennen. [GetSheHeCap] könnte unser Untergang oder unsere Rettung sein.;;Un enigma hasta para quienes [GetHerHim] conocen, [GetHerHis] gobierno puede condenarnos o salvarnos a todos;;;;;;;;;x
heir_text_underage;Merely [GetAgeYears] years old, the realm is left in the capable hands of the regent and council;, âgé[GetNoneE] d'à peine [GetAgeYears], lui succède. Les affaires du domaine sont soumis à un conseil de régence.;Aufgrund des geringen Alters von nur [GetAgeYears] Jahren wird das Reich vom Regenten und dem Rat regiert.;;Con solo [GetAgeYears] años, el reino está en las competentes manos del regente y el consejo;;;;;;;;;x
heir_text_useless;Having no skills with which to keep the realm together, [GetHerHis] rule may be doomed to fail; lui succède. Hélas, sans réels talents pour gouverner ce domaine, son règne se destine à l'échec;Da [GetSheHe] über keinerlei Fähigkeiten verfügt, um das Reich zusammenzuhalten, wird [GetSheHe] womöglich an dieser Aufgabe scheitern.;;Al no tener habilidades para mantener unido el reino, [GetHerHis] reinado puede estar condenado al fracaso;;;;;;;;;x
heir_text_strong_and_smart;Possessing a mighty physique and an exceptionally astute mind, [GetFirstName]'s rule is sure to spawn both song and tale; lui succède. Connu autant pour sa force que pour sa sagacité, il est certain que le règne de [GetFirstName] sera l'objet de nombreux chants et récits futurs;[GetFirstName] verfügt über beeindruckende körperliche sowie geistige Stärke und es werden sicher Lieder und Legenden über [GetHerHim] verfasst.;;Al poseer un físico poderos y una mente excepcionalmente astuta, el reinado de [GetFirstName] producirá cantares e historias;;;;;;;;;x
heir_text_weak_and_dumb;Blessed with neither a sharp mind nor a warrior's physique, [GetFirstName]'s rule will surely be arduous; lui succède. Doté[GetNoneE] ni d'un esprit vif ni d'un physique de guerrier, son règne va sûrement être difficile;[GetFirstName] verfügt weder über einen scharfen Geist noch den Körper eines Kriegers, und wird sich beim Herrschen sicherlich schwertun.;;Sin la bendición de una mente aguda ni el físico de un guerrero, el reinado de [GetFirstName] seguramente sea difícil;;;;;;;;;x
heir_text_demon;Being the child of [Religion.GetRandomEvilGodName], [GetFirstName]'s rule is sure to usher in a new age of terror and despair; lui succède. Étant l'enfant envoyé[GetNoneE] par [Religion.GetRandomEvilGodName], son règne sera celui de la terreur et du désespoir;Als Kind von [Religion.GetRandomEvilGodName] wird die Herrschaft von [GetFirstName] sicherlich ein neues Zeitalter des Grauens und der Hoffnungslosigkeit einläuten.;;Hijo/a de [Religion.GetRandomEvilGodName], el reinado de [GetFirstName] seguramente traiga una nueva era de terror y desesperación;;;;;;;;;x
